SR NO.,DATE,LOT NO.,PARTY NAME,BRAND,MODEL,QTY,ISSUE MODEL,REMARK,REPLACEMENT NO.,DOA CREDIT NOTE,DATE2,REMARK2,DOA NO ,DATE3,SEND TO COMPANY,DATE4,JOB SHEET NO.,DATE42,FDESPATCH THROUGH,DISPATCH DOC NO.,DATE5
187,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA SHF918 RD,6,SHF918,,RPLC/0118/2526,DOAG/0127/2526,2025-04-29,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
188,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA SSW106 CG SMARTWATCH BLUWTOOTH CALLING SILVER,1,QUBE,,RPLC/0118/2526,DOAG/0127/2526,2025-04-29,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
189,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA SSW106 SMARTWATCH BLUWTOOTH CALLING ROSE GOLD,1,QUBE,,RPLC/0118/2526,DOAG/0127/2526,2025-04-29,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
190,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA SSW109 BLACK SMART WATCH,5,QUBE,,RPLC/0118/2526,DOAG/0127/2526,2025-04-29,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
191,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA SSW109 BLUE SMART WATCH,3,QUBE,,RPLC/0118/2526,DOAG/0127/2526,2025-04-29,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
192,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA SSW115 SMARTWATCH BLUWTOOTH CALLING BLACK,1,SSW115,,RPLC/0123/2526,DOAG/0138/2526,2025-05-02,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
193,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA WA-2.4A 2 USB PORT OUTPOT WALL CHARGER,6,W-A2.4 ,,RPLC/0118/2526,DOAG/0127/2526,2025-04-29,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
194,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA WA-2.4A WH TYPE C CABLE,3,WA-2.4A,,RPLC/0118/2526,DOAG/0127/2526,2025-04-29,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
195,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA WPB1004 22.W BLACK PB10000 MAH,3,WPB1004,,RPLC/0118/2526,DOAG/0127/2526,2025-04-29,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
196,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA.HE100H BT WITH A2DP TEAL GREEN,3,HE100H,,RPLC/0118/2526,DOAG/0127/2526,2025-04-29,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
197,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,TC 3ADC-3AMP TYPE -C-  TRAVEL CHARGER BLACK,3,QC3TC01,,RPLC/0118/2526,DOAG/0127/2526,2025-04-29,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
198,2025-04-22,128,GLOBAL SOLUTIONS ,SYSKA,BOAST AB001 BLUE EARBUDS,4,AB001,,RPLC/0116/2526,DOAG/0125/2526,2025-04-29,,82/25-26/13,2025-04-22,82/25-26/13,2025-04-22,82/25-26/13,2025-04-22,,,
199,2025-04-22,128,GLOBAL SOLUTIONS ,SYSKA,BOAST AB001N BLACK EARBUDS,10,AB001N,,RPLC/0116/2526,DOAG/0125/2526,2025-04-29,,82/25-26/13,2025-04-22,82/25-26/13,2025-04-22,82/25-26/13,2025-04-22,,,
200,2025-04-22,128,GLOBAL SOLUTIONS ,SYSKA,BOAST AB001 WHITE EARBUDS,4,AB001,,RPLC/0116/2526,DOAG/0125/2526,2025-04-29,,82/25-26/13,2025-04-22,82/25-26/13,2025-04-22,82/25-26/13,2025-04-22,,,
201,2025-04-22,128,GLOBAL SOLUTIONS ,SYSKA,BOAST AB003 BLACK EARBUDS,3,AB003,,RPLC/0116/2526,DOAG/0125/2526,2025-04-29,,82/25-26/13,2025-04-22,82/25-26/13,2025-04-22,82/25-26/13,2025-04-22,,,
202,2025-04-22,128,GLOBAL SOLUTIONS ,SYSKA,BOAST AB003 WHITE EARBUDS,18,AB003,,RPLC/0116/2526,DOAG/0125/2526,2025-04-29,,82/25-26/13,2025-04-22,82/25-26/13,2025-04-22,82/25-26/13,2025-04-22,,,
203,2025-04-22,128,GLOBAL SOLUTIONS ,SYSKA,BOAST BHF916 PGR,9,BHF916,,RPLC/0116/2526,DOAG/0125/2526,2025-04-29,,82/25-26/13,2025-04-22,82/25-26/13,2025-04-22,82/25-26/13,2025-04-22,,,
204,2025-04-22,128,GLOBAL SOLUTIONS ,SYSKA,BOAST BM001 BLACK BLUETOOTH HEADSET,36,CN,,CN,DOAG/0133/2526,2025-04-30,,82/25-26/13,2025-04-22,82/25-26/13,2025-04-22,82/25-26/13,2025-04-22,,,
205,2025-04-22,128,GLOBAL SOLUTIONS ,SYSKA,BOAST EB-093 WHITE EARBUDS,1,EB093,,RPLC/0116/2526,DOAG/0125/2526,2025-04-29,,82/25-26/13,2025-04-22,82/25-26/13,2025-04-22,82/25-26/13,2025-04-22,,,
206,2025-04-22,128,GLOBAL SOLUTIONS ,SYSKA,BOAST- PB-01 BLACK POWER BANK,2,PB01,,RPLC/0116/2526,DOAG/0125/2526,2025-04-29,,82/25-26/13,2025-04-22,82/25-26/13,2025-04-22,82/25-26/13,2025-04-22,,,
207,2025-04-22,128,GLOBAL SOLUTIONS ,SYSKA,BOAST PB10 12W 10000MAH BLACK POWER BANK,3,PB10,,RPLC/0116/2526,DOAG/0125/2526,2025-04-29,,82/25-26/13,2025-04-22,82/25-26/13,2025-04-22,82/25-26/13,2025-04-22,,,
208,2025-04-22,128,GLOBAL SOLUTIONS ,SYSKA,BOAST PB10 12W 10000MAH WHITE POWER BANK,2,PB10,,RPLC/0116/2526,DOAG/0125/2526,2025-04-29,,82/25-26/13,2025-04-22,82/25-26/13,2025-04-22,82/25-26/13,2025-04-22,,,
209,2025-04-22,128,GLOBAL SOLUTIONS ,SYSKA,Boast PB-12 22.5W 10000MAH BLACK,3,PB12,,RPLC/0116/2526,DOAG/0125/2526,2025-04-29,,82/25-26/13,2025-04-22,82/25-26/13,2025-04-22,82/25-26/13,2025-04-22,,,
210,2025-04-22,128,GLOBAL SOLUTIONS ,SYSKA,BOAST PB2001 BLACK POWER BANK,6,PB2001,,RPLC/0116/2526,DOAG/0125/2526,2025-04-29,,82/25-26/13,2025-04-22,82/25-26/13,2025-04-22,82/25-26/13,2025-04-22,,,
211,2025-04-22,128,GLOBAL SOLUTIONS ,SYSKA,BOAST PB2001 WHITE POWER BANK,7,PB2001,,RPLC/0116/2526,DOAG/0125/2526,2025-04-29,,82/25-26/13,2025-04-22,82/25-26/13,2025-04-22,82/25-26/13,2025-04-22,,,
212,2025-04-22,128,GLOBAL SOLUTIONS ,SYSKA,BOAST QUBE BLACK WATCH,5,QUBE,,RPLC/0116/2526,DOAG/0125/2526,2025-04-29,,82/25-26/13,2025-04-22,82/25-26/13,2025-04-22,82/25-26/13,2025-04-22,,,
213,2025-04-22,128,GLOBAL SOLUTIONS ,SYSKA,BOAST-PB-12 22.5W 10000MAH WHITE,15,PB12,,RPLC/0116/2526,DOAG/0125/2526,2025-04-29,,82/25-26/13,2025-04-22,82/25-26/13,2025-04-22,82/25-26/13,2025-04-22,,,
214,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,HE5400PRO CLASSIC BLACK BLUETOOTH,2,HE100H,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
215,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,HE910 DYNAMIC BLACK,1,SHF918,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
216,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,HS500 WIRED HEADSET,3,CN,,CN,DOAG/0353/2526,2025-06-28,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
217,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA  CC10 CABLE,2,CC33,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
218,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA BS-0856 BLUETOOTH HEADSET BLUE,1,CN,,CN,DOAG/0353/2526,2025-06-28,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
219,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,Syska BT Soundbar SB999 10W Silver Grey,3,SB999,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
220,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA BT4080X 5 WATT BLUETOOTH SPEAKER BLACK,2,BT4082X,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
221,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA BT4080X 5 WATT BLUETOOTH SPEAKER BLUE,2,BT4082X,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
222,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA BT4082X BLACK BLUETOOTH SPEAKER,3,BT4082X,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
223,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA BT4082X BLUE BLUETOOTH SPEAKER,4,BT4082X,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
224,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA BT4082X GREEN BLUETOOTH SPEAKER,3,BT4082X,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
225,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA CC150 1.5 MTR MICRO USB FAST CHARGING CABLE,1,CC33,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
226,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA CC33 1 METER C TO C TYPE C PVC BLACK CABLE,1,CC33,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
227,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA CCCT30 USB/C TURBO 30WATTS CABLE,1,CCCT30,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
228,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA CR505S BLACK CAR CHARGER,1,QC3TC01,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
229,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA EB-0568 EAR GROOVE EARBUDS WHITE,1,CN,,CN,DOAG/0353/2526,2025-06-28,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
230,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA EB-0865 EAR EARBUDS WHITE,1,CN,,CN,DOAG/0353/2526,2025-06-28,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
231,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA ER205 BEAT MASTER WIRED EARPHONE GUN METAL,1,ER214,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
232,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA ER207 BEAT MASTER WIRED EARPHONE WHITE,1,ER217,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
233,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA ER214 BEAT MASTER WIRED EARPHONE BLACK,2,ER214,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
234,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA ER217 WIRED EARPHONE BLACK GOLD,1,ER217,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
235,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA ER218 WHITE WIRED EARPHONE,1,ER217,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
236,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA FCC-27 IPHONE 1.2M 5AMP TYPE C TO 8 PIN GREY,2,FCC25,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
237,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA HE3500 DEEP BASS NECKBAND BLACK,5,HE100H,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
238,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA MICRO CABLE SCC21 3AMP BLACK,4,SCC21,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
239,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB-0658 BLACK BT NECKBAND,6,NB077V,,RPLC/0317/2526,DOAG/0340/2526,2025-06-25,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
240,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB-070 SYSKA BT NECKBAND BLACK GREY,4,NB077V,,RPLC/0317/2526,DOAG/0340/2526,2025-06-25,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
241,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB-072C SYSKA NECKBAND BLACK GREY,10,NB077V,,RPLC/0317/2526,DOAG/0340/2526,2025-06-25,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
242,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB-072C SYSKA NECKBAND BLUE,4,NB077V,,RPLC/0317/2526,DOAG/0340/2526,2025-06-25,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
243,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB6100 BLACK,8,NB077V,,RPLC/0317/2526,DOAG/0340/2526,2025-06-25,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
244,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB6100 CEMO GREEN,2,NB077V,,RPLC/0317/2526,DOAG/0340/2526,2025-06-25,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
245,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB6100 NAVY BLUE,2,NB077V,,RPLC/0317/2526,DOAG/0340/2526,2025-06-25,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
246,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB6300 METALLIC BLACK,2,NB077V,,RPLC/0317/2526,DOAG/0340/2526,2025-06-25,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
247,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1006 WHITE POWERBANK,2,P1009,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
248,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1009 BLACK POWERBANK,1,P1009,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
249,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1049 12W 10000 MAH BLACK POWER BANK,1,P1009,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
250,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1049 12W 10000 MAH WHITE POWER BANK,3,P1009,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
251,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1051 POWER BANK 10000 MAH BLACK,5,P1009,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
252,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,Syska P1071 1000 Mah Black Powerbank,2,P1009,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
253,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1087 18W POLYMER POWER BANK GREEN,1,PB-12,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
254,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1094 POWER BANK BLACK,1,P1009,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
255,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1094 POWER BANK WHITE,2,P1009,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
256,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1098 BLACK 22.5W10000 MAH POWERBANK,1,P1098,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
257,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,Syska P2023 Black 20000 MAH Powerbank,3,P2023,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
258,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA PB P1047 -10000MAH BLACK,1,P1009,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
259,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA PB P1047 -10000MAH WHITE,1,P1009,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
260,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA PB1069 22.5W BLACK POWER BANK,2,P1069,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
261,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA PB1069 22.5W WHITE POWER BANK,1,P1069,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
262,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA PB2080 22.5W BLACK 20000MAH POWER BANK,1,CN,,CN,DOAG/0353/2526,2025-06-28,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
263,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA PB2080 22.5W WHITE 20000MAH POWER BANK,2,CN,,CN,DOAG/0353/2526,2025-06-28,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
264,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA PD032-30W TYPE C TO C CHARGER BLACK,1,PD032,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
265,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA PD032-30W TYPE C TO C CHARGER WHITE,2,PD032,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
266,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA QC 3TC01 18W QC3.0 QUICK CHARGER,1,QC3TC01,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
267,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA ROCKER TROLLY SPEAKER,2,DONE,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
268,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA SCC09 TYPE C WHITE VOOC CABLE,3,SCC09,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
269,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA SCC18 1.2 M MICRO USB PVC CABLE BLACK,1,CC33,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
270,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA SHF918 RD,2,SHF918,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
271,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA SSW106 CG SMARTWATCH BLUWTOOTH CALLING SILVER,8,CN,,CN,DOAG/0353/2526,2025-06-28,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
272,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA SSW109 BLACK SMART WATCH,11,CN,,CN,DOAG/0353/2526,2025-06-28,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
273,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA SSW115 SMARTWATCH BLUWTOOTH CALLING GREY,1,SSW115,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
274,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA TRAVEL CHARGER TC 2.1 WHITE,2,WA2.4A,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
275,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA WA-2.4A WH TYPE C CABLE,12,WA2.4A C/T,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
276,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA WPB1004 22.W BLACK PB10000 MAH,4,WPB1004,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
277,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,SYSKA.HE100H BT WITH A2DP TEAL GREEN,2,HE100H,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
278,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,TC 3.1ADC-3.1AMP TYPE -C-  TRAVEL CHARGER BLACK,2,QC3TC01,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
279,2025-05-31,172,GLOBAL SOLUTIONS ,SYSKA,TC 3ADC-3AMP TYPE -C-  TRAVEL CHARGER BLACK,1,QC3TC01,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,82/25-26/23,2025-05-31,,,
280,2025-05-31,75,GLOBAL SOLUTIONS ,SYSKA,BOAST AB001 BLUE EARBUDS,5,AB001N,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/24,2025-05-31,82/25-26/24,2025-05-31,82/25-26/24,2025-05-31,,,
281,2025-05-31,75,GLOBAL SOLUTIONS ,SYSKA,BOAST AB001 N BLACK EARBUDS,1,AB001N,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/24,2025-05-31,82/25-26/24,2025-05-31,82/25-26/24,2025-05-31,,,
282,2025-05-31,75,GLOBAL SOLUTIONS ,SYSKA,BOAST AB001 N BLUE EARBUDS,5,AB001N,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/24,2025-05-31,82/25-26/24,2025-05-31,82/25-26/24,2025-05-31,,,
